OBJECTID,SHAPESTArea,SHAPESTLength,NrRNET,Denominacao,EntProprietaria,EntExploradora,TipologiaET,Categoria,NrUnidAloj,NrCamasFixas,NrQuartos,NrSuites,NrApart,NrMoradias,NrCampistas,IntegraCT,DesignacaoCT,CampoGolfe,SalasReunioes,CapacSalasReunioes,SPA,OutrosEquip,AnoAberturaEmpreendimento,ClassificacaoTdP,DataUltClassifF,ValidadeClassif,ParecerPostClassif,DataPostClassif,AtribuicaoUT,RecTurNatureza,CertifAmbiental,DesigCertifAmbiental,CertifQualServ,DesigCertifQualServ,OutrasCertifPremios,DesigOutrasCertif,ImovelClassificado,Website,Email,Endereco,CodigoPostal,LocalidadeCP,LatLong,FiabilidadeGeo,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,NUTSI,ERT,PNCT,RNAP,RedeNatura2000Global,RedeNatura2000Sitios,RedeNatura2000ZPE,FaixaCosteira,ZonaCosteira,ZonaTerrestreProtecao,LimitePROT,LimitePOC,LimiteAlbufeiras,UNESCO,Geoparques,Biosfera,RedeAldeias,FreguesiasCosteiras,NUTSIIICosteiras,DataAtualiza,SeloCleanSafe,RNET
8788013,5.65185546875,8.43760768272866,10034,A046 Riba Rio,Maria da Conceição Fernandes Mota Soares Brito,HOUSE AND PEOPLE LDA,CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,0,NA,2017/11/08 00:00:00+00,2022/11/08 00:00:00+00, ,,Não,Não,Não,,Não,,Não,,Não,www.houseandpeople.pt,admin@houseandpeople.pt,Rua de Borralhos 441,4990-236,PONTE DE LIMA,"41.8056638 ; -8.5907369",Fiavel,Arcozelo,Ponte de Lima,Viana do Castelo,Alto Minho,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/04/11 00:00:00+00,Não,10034
8788014,5.650390625,8.43760768025733,10035,A046 Riba Rio 2,Maria da Conceição Fernandes Mota Soares Brito,HOUSE AND PEOPLE LDA,CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,0,NA,2017/11/08 00:00:00+00,2022/11/08 00:00:00+00, ,,Não,Não,Não,,Não,,Não,,Não,www.houseandpeople.pt,admin@houseandpeople.pt,Rua de Borralhos 441,4990-236,PONTE DE LIMA,"41.8056638 ; -8.5907369",Fiavel,Arcozelo,Ponte de Lima,Viana do Castelo,Alto Minho,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/04/11 00:00:00+00,Não,10035
8788015,5.6298828125,8.42044021399497,10036,Pichoses Gerês Camping,CLEMENTE JOSE SILVA DA COSTA,CLEMENTE JOSE SILVA DA COSTA,ParqueCampismo/Caravanismo,Sem atribuição de ,0,0,0,0,0,0,207,NaoIntegra,,Não,Não,0,Não,-,2019,NA,,,NA,,Não,Não,Não,,Não,,Não,,Não,https://pichosescamping.wixsite.com/home,pichoses.camping@gmail.com,"Rua das Escolas , N72",4845-024,RIO CALDO,"41.6834 ; -8.19349",Fiavel,Rio Caldo,Terras de Bouro,Braga,Cávado,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Rede Natura 2000 (Global),Peneda/Gerês,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Limite POAAP - Caniçada,Não abrangido,Não abrangido,Reserva da Biosfera Transfronteiriça Gerês-Xurés,Não Abrangido,Não,Sim,2022/04/08 00:00:00+00,Sim,10036
8788016,5.31201171875,8.18159378471556,10038,Quinta da Fonte - Agroturismo,"Aventuras & Lugares - Animação Turística, Lda","Aventuras & Lugares - Animação Turística, Lda",Agroturismo,0,5,10,0,5,0,0,0,NaoIntegra,,Não,Sim,200,Não,Piscina exterior,2022,NA,,, ,,Não,Não,Não,,Não,,Não,,Não,www.quintadafonte-eventos.com,geral@quintadafonte-eventos.com,"Rua da Aldeia, n.º 534",2240-512,PAIO MENDES,"39.7354684 ; -8.2985747",Fiavel,Nossa Senhora do Pranto,Ferreira do Zêzere,Santarém,Médio Tejo,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Oeste e Vale do Tejo,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/04/07 00:00:00+00,Não,10038
8788017,5.4169921875,8.26083681614837,10039,Casa dos Conchos,Casa dos Conchos de Maria de Fátima Santos Neves,Casa dos Conchos de Maria de Fátima Santos Neves,CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,2022,NA,2022/01/28 00:00:00+00,2027/01/28 00:00:00+00,NA,,Sim,Não,Não,,Não,,Não,,Não,www.casadosconchos.pt,casadosconchos@outlook.pt,Travessa da Sardeira n.º 3,6270-151,SABUGUEIRO SEI,"40.403245 ; -7.64182",Fiavel,Sabugueiro,Seia,Guarda,Beiras e Serra da Estrela,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Parque Natural - Serra da Estrela,Rede Natura 2000 (Global),Serra da Estrela,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Estrela Geopark,Não abrangido,Aldeias de Montanha,Não,Não,2022/04/11 00:00:00+00,Não,10039
8788018,5064.71508789062,300.925172408933,1004,Apartamentos Turísticos Edifício Rio,Garvetur,Garvetur,ApartamentosTuristicos,3,64,132,0,0,64,0,0,NaoIntegra,,Não,Não,0,Não,"Restaurante; Bar; Piscina exterior",1993,Sim,2016/05/31 00:00:00+00,2021/05/31 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.garvetur.pt,celia.teixeira@garvetur.pt,"Rua de França, Lote 80",8125-476,Quarteira,"37,0894029924963 ; -8,11376965191476",Fiavel,Quarteira,Loulé,Faro,Algarve,Algarve,Continente,Região de Turismo do Algarve,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não Abrangido,Algarve,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,,Sim,1004
8788019,5.35986328125,8.21762364384489,10045,UXA Paraiso,JULIEN COSTE,JULIEN COSTE,ParqueCampismo/Caravanismo,Sem atribuição de ,0,0,0,0,0,0,30,NaoIntegra,,Não,Sim,0,Não,Piscina exterior,2019,NA,,, ,,Não,Não,Não,,Não,,Não,,Não,uxaparaiso.com,uxaparaiso@gmail.com,Podentinhos,3230-290,PENELA,"40.02856 ; -8.39136",Fiavel,"União das freguesias de São Miguel, Santa Eufémia e Rabaçal",Penela,Coimbra,Região de Coimbra,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Centro,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/04/11 00:00:00+00,Não,10045
8788020,5.499267578125,8.32365879682243,10048,Cidadelhe Rupestre - Turismo Rural,"Cidadelhe Rupestre-Turismo Rural\,Lda","Cidadelhe Rupestre-Turismo Rural\,Lda",CasaDeCampo,0,7,14,7,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,2016,NA,2021/06/24 00:00:00+00,2026/06/24 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,www.cidadelherupestre.com,reservas@cidadelherupestre.com,Rua Direita,6400-191,CIDADELHE PNH,"40.7996373 ; -7.1853692",Fiavel,Vale do Côa,Pinhel,Guarda,Beiras e Serra da Estrela,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não Abrangido,Rede Natura 2000 (Global),Não Abrangido,Vale do Côa,Não Abrangido,Não Abrangido,Não Abrangido,Centro,Não Abrangido,Não Abrangido,Sítios Pré-Históricos de Arte Rupestre do Vale do Rio Côa,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2022/07/08 00:00:00+00,Não,10048
8788021,5.64013671875,8.42939278298156,1005,Casa do Nato,"Caixa Leasing e Factoring - Instituição Financeira de Crédito, S.A.",CASA DO NATO SOCIEDADE TURISTICA EM ESPA?O RURAL,CasaDeCampo,0,8,16,8,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,2005,NA,2022/08/24 00:00:00+00,2027/08/24 00:00:00+00,NA,,Não,Não,Não,,Não,,Sim,Certificado Energético,Não,www.casadonato.com,geral@casadonato.com,Rua do Moreno nº 130,4900-278,Carreço,"41,7466420002126 ; -8,86182009456328",Fiavel,Carreço,Viana do Castelo,Viana do Castelo,Alto Minho,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2019/07/18 00:00:00+00,Não,1005
8788022,5.232421875,8.11806146981679,10050,Q.R. Casa de Campo/Agroturismo,António José Rosa Ferreira,"Q.R. AGROTURISMO\, LDA",CasaDeCampo,0,10,20,10,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina e campo de ténis,2022,NA,2022/02/08 00:00:00+00,2027/02/08 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,,info@qragroturismo.pt,"Rua Capitão Salgueiro Maia, N.º 9",2005-400,VALE DE SANTARÉM,"39.1906331 ; -8.7505414",Fiavel,Vale de Santarém,Santarém,Santarém,Lezíria do Tejo,Alentejo,Continente,Turismo do Alentejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Oeste e Vale do Tejo,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Sim,2022/04/11 00:00:00+00,Não,10050
8788023,4.939453125,7.8882324996772,10051,Nook,"HUGGING, LDA","RICH MORNING, LDA",CasaDeCampo,0,7,14,4,3,0,0,0,NaoIntegra,,Não,Não,0,Não,-,2022,NA,2021/02/18 00:00:00+00,2026/02/18 00:00:00+00,NA,,Não,Sim,Não,,Não,,Não,,Não,,hello@casanook.com,Casinha do Antão e Cerro Gordo,8650-437,VILA DO BISPO,"37.0626102 ; -8.9395193",Fiavel,Vila do Bispo e Raposeira,Vila do Bispo,Faro,Algarve,Algarve,Continente,Região de Turismo do Algarve,PNCT - Área de Intervenção,Parque Natural - Sudoeste Alentejano e Costa Vicentina,Rede Natura 2000 (Global),Costa Sudoeste,Costa Sudoeste,Faixa Costeira (5km),Não abrangido,Não abrangido,Algarve,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2022/04/06 00:00:00+00,Não,10051
8788024,4275.63037109375,513.372789739245,10058,The Editory Riverside Santa Apolónia Hotel,"IP PATRIMÓNIO - ADMINISTRAÇÃO E GESTÃO IMOBILIÁRIA, S.A.","2NDROOM - EXPLORAÇÃO HOTELEIRA, S.A.",Hotel,5,126,164,120,6,0,0,0,NaoIntegra,,Não,Sim,12,Não,"Lobby Market; Ginásio",2022,Sim,2022/07/27 00:00:00+00,2027/07/27 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,www.editoryhotels.com/riverside-apolonia-lisboa,riverside@editoryhotels.pt,Av. Infante Dom Henrique 1,1100-105,LISBOA,"38,713937792803 ; -9,12250745263295",Fiavel,São Vicente,Lisboa,Lisboa,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,Continente,Entidade Regional de Turismo da Região de Lisboa,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Área Metropolitana de Lisboa,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/07/29 00:00:00+00,Não,10058
8788025,5.41455078125,8.25926267648312,10059,Casal da Rainha Dulce de Aragão,FRANCISCO MANUEL DA CRUZ,FRANCISCO MANUEL DA CRUZ,CasaDeCampo,0,1,2,0,1,0,0,0,NaoIntegra,,Não,Não,0,Não,,0,NA,2022/02/10 00:00:00+00,2027/02/10 00:00:00+00, ,,Não,Não,Não,,Não,,Não,,Não,,franciscocruz54@gmail.com,"""Hortas"" - Avenida Principal",3405-508,TRAVANCA DE LAGOS,"40.382615 ; -7.886995",PoucoFiavel,Travanca de Lagos,Oliveira do Hospital,Coimbra,Região de Coimbra,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não Abrangido,Rede Natura 2000 (Global),Carregal do Sal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Centro,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/04/11 00:00:00+00,Não,10059
8788026,402.86865234375,87.2539671196967,1006,Hotel A Cubata,MANUEL JESUS SANTO & FILHOS LDA,MANUEL JESUS SANTO & FILHOS LDA,Hotel,1,20,40,20,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1976,Sim,2021/04/13 00:00:00+00,2026/04/13 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.hotelcubata.com,geral@hotelcubata.com,"Av. da República, nº 6",2450-103,Nazaré,"39,6024386544957 ; -9,07396871325826",Fiavel,Nazaré,Nazaré,Leiria,Oeste,Centro,Continente,Turismo do Centro de Portugal,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Oeste e Vale do Tejo,POC Alcobaça - Cabo Espichel,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2021/04/19 00:00:00+00,Sim,1006
8788027,5.52490234375,8.34270878809177,10060,Quinta do Pedregal Hotel & Spa,"Liberius - Empreendimentos Imobiliários, Lda",PEDREGAL HOTEL LDA,HotelRural,4,10,20,10,0,0,0,0,NaoIntegra,,Não,Não,0,Sim,Piscina interior e exterior,2022,Sim,,,Não,,Não,Não,Não,,Sim,Clean and Safe,Não,,Não,,financeiro@paulobarbosa.pt,"Rua Cavada de Meias, nº 109",4415-637,LEVER,"41.06528 ; -8.4739",Fiavel,"União das freguesias de Sandim, Olival, Lever e Crestuma",Vila Nova de Gaia,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Sim,2022/03/25 00:00:00+00,Sim,10060
8788028,5.2236328125,8.1125317816445,10062,Aba da Serra,ALLEGRO & SILVEIRA LDA,ALLEGRO & SILVEIRA LDA,CasaDeCampo,0,5,12,4,1,0,0,0,NaoIntegra,,Não,Não,0,Não,,2022,NA,2022/05/09 00:00:00+00,2027/05/09 00:00:00+00, ,,Não,Não,Não,,Não,,Não,,Não,www.abadaserra.pt,abadaserraturismo@gmail.com,"Rua de Baco, 25",2580-010,ABRIGADA,"39.1440882 ; -9.0187281",Fiavel,União das freguesias de Abrigada e Cabanas de Torres,Alenquer,Lisboa,Oeste,Centro,Continente,Turismo do Centro de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Oeste e Vale do Tejo,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/03/23 00:00:00+00,Não,10062
8788029,4.99853515625,7.93689366665498,10063,Monte Praia da Arquinha,Luís Guerreiro,Luís Guerreiro,Agroturismo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,0,NA,,, ,,Não,Não,Não,,Não,,Não,,Não,,luisguerreiro1@gmail.com,Monte Praia da Arquinha,7630-733,ZAMBUJEIRA DO MAR,"37.5976 ; -8.64102",PoucoFiavel,São Teotónio,Odemira,Beja,Alentejo Litoral,Alentejo,Continente,Turismo do Alentejo,PNCT - Área de Intervenção,Parque Natural - Sudoeste Alentejano e Costa Vicentina,Rede Natura 2000 (Global),Costa Sudoeste,Costa Sudoeste,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Alentejo,POC Espichel - Odeceixe,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/04/11 00:00:00+00,Não,10063
8788030,5.69970703125,8.47305816596165,10064,Cantinho do Lúcio CC,MANUEL FERNANDO DOMINGUES LUCIO,MANUEL FERNANDO DOMINGUES LUCIO,CasaDeCampo,0,1,2,1,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,2022,NA,2022/02/21 00:00:00+00,2027/02/21 00:00:00+00, ,,Não,Não,Não,,Não,,Não,,Não,,fmf.lucio@gmail.com,Estrada do Pomar - 618,4960-310,PENSO MLG,"42.08216 ; -8.32228",Fiavel,Penso,Melgaço,Viana do Castelo,Alto Minho,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/04/08 00:00:00+00,Não,10064
8788031,5.63134765625,8.42161539696991,10065,Quinta da Riba Má,"Quinta da Riba Má, Lda","Quinta da Riba Má, Lda",CasaDeCampo,0,9,18,1,8,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina,0,NA,,,NA,,Não,Não,Não,,Não,,Não,,Não,,qribama@gmail.com,"Rua Central de Soutelos, 21",4850-338,RUIVÃES VRM,"41.6817055 ; -8.0128843",Fiavel,União das freguesias de Ruivães e Campos,Vieira do Minho,Braga,Ave,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2022/04/06 00:00:00+00,Não,10065
8788032,5071.634765625,547.856021094711,1007,Hotel Vila Galé Náutico,VILA GALE - SOCIEDADE DE EMPREENDIMENTOS TURISTIC,VILA GALE - SOCIEDADE DE EMPREENDIMENTOS TURISTIC,Hotel,4,233,466,211,22,0,0,0,NaoIntegra,,Não,Não,140,Não,"Piscina interior e jacuzzi, balneários e vestiários de apoio, ginásio, sala de massagem, restaurante, sala de jogos, bares, piscina exterior, lojas",0,Sim,2021/03/08 00:00:00+00,2026/03/08 00:00:00+00,Não,,Sim,Não,Não,,Não,,Não,,Não,www.vilagale.com,nautico@vilagale.com,Vale do Olival,8365-150,Armação de Pêra,"37,1047515512025 ; -8,37061510802894",Fiavel,Armação de Pêra,Silves,Faro,Algarve,Algarve,Continente,Região de Turismo do Algarve,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Algarve,POC Odeceixe - Vilamoura,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2021/03/10 00:00:00+00,Sim,1007
8788033,5.47998046875,8.30860310852388,10070,Casa da Avó,JOAQUIM AGOSTINHO ALVES RODRIGUES,JOAQUIM AGOSTINHO ALVES RODRIGUES,CasaDeCampo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina,2021,NA,2021/11/24 00:00:00+00,2026/11/24 00:00:00+00,NA,,Não,Não,Não,,Não,,Não,,Não,,joaquimagostinho73@hotmail.com,Rua Principal do Pisão nº 62,3660-067,CARVALHAIS SPS,"40.7879007 ; -8.1272908",Fiavel,União das freguesias de Carvalhais e Candal,São Pedro do Sul,Viseu,Viseu Dão Lafões,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não abrangido,Rede Natura 2000 (Global),Serras de Freita e Arada,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Centro,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2022/04/11 00:00:00+00,Não,10070
8788034,465.0771484375,99.4591981969819,10072,Lisbon Serviced Apartments - Estrela,"Honoris, Lda.","FREEDOM - SERVICED APARTMENTS\, S.A.",ApartamentosTuristicos,3,15,30,0,0,15,0,0,NaoIntegra,,Não,Não,0,Não,-,0,Sim,2022/05/20 00:00:00+00,2027/05/20 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,https://lisbonservicedapartments.com/apartments/es,reservas@lisbonapartments.pt,"Rua de Buenos Aires, 8",1249-067,LISBOA,"38,7114074684329 ; -9,16107173752054",Fiavel,Estrela,Lisboa,Lisboa,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,Continente,Entidade Regional de Turismo da Região de Lisboa,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Área Metropolitana de Lisboa,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Sim,Sim,2022/05/24 00:00:00+00,Não,10072
8788035,5.54150390625,8.35625104950621,10073,Casa do Romezal,Maria Margarida Dias Soares Quinas Guerra,Maria Margarida Dias Soares Quinas Guerra,Agroturismo,0,3,6,0,3,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,2022,NA,2022/03/03 00:00:00+00,2027/03/03 00:00:00+00, ,,Não,Não,Não,,Não,,Não,,Não,www.casadoromezal.com,geral@casadoromezal.com,"Casa do Romezal, Calçada do Barreiro, Vilarinho dos Freires",5050-366,VILARINHO DOS FREIRES,"41.1766819 ; -7.7453617",Fiavel,Vilarinho dos Freires,Peso da Régua,Vila Real,Douro,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Alto Douro Vinhateiro - Zona Especial de Proteção,Não abrangido,Não abrangido,Não Abrangido,,,2022/04/11 00:00:00+00,Não,10073
8788036,14289.8686523438,587.313871502657,10074,Pestana Douro Riverside,CARLTON PALACIO SOC DE CONSTRUCAO E EXPLORACAO HO,CARLTON PALACIO SOC DE CONSTRUCAO E EXPLORACAO HO,Hotel,4,165,330,160,5,0,0,0,NaoIntegra,,Não,Não,0,Não,"3 Salas polivalentes, restaurante, Piscina",2022,Sim,,,NA,,Não,Não,Não,,Não,,Não,,Não,www.pestana.com,pedro.pinto@pestana.com,"Avenida Escritor Costa Barreto, n.º 60",4420-193,GONDOMAR,"41,1414973138397 ; -8,57345548143086",Fiavel,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",Gondomar,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Zona Costeira (2km),Zona Terrestre de Proteção (margem + 500m),Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,Não,Sim,2022/06/28 00:00:00+00,Não,10074
8788037,5.53466796875,8.35065043274001,10075,Quinta do Saião,"Quinta do Saião - Soc. Agrícola e Comercial de Vinhos, Lda","Quinta do Saião - Soc. Agrícola e Comercial de Vinhos, Lda",CasaDeCampo,0,10,20,10,0,0,0,0,NaoIntegra,,Não,Sim,12,Não,Instalações para a prática desportiva e Piscina exterior,0,Nao,2022/04/13 00:00:00+00,2027/04/13 00:00:00+00,Não,,Não,Não,Não,,Não,,Não,,Não,,isabel@vinkowines.com,Santo Amoro - Vila Nova de Foz Côa,5155-651,SANTO AMARO VLF,"41.1014059 ; -7.1686316",Fiavel,Vila Nova de Foz Côa,Vila Nova de Foz Côa,Guarda,Douro,Norte,Continente,Turismo do Porto e Norte de Portugal,PNCT - Área de Intervenção,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Não abrangido,Norte,Não abrangido,Limite POAAP - Valeira,Alto Douro Vinhateiro,Não abrangido,Não abrangido,Não Abrangido,Não,Não,2022/03/25 00:00:00+00,Não,10075
8788038,5.383056640625,8.23613833366439,10080,Lugar nas Estrelas,Regina Maria Serra Simões Pires,EXPETATIVA GENTIL - LDA,CasaDeCampo,0,3,6,0,3,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,2022,NA,2022/02/24 00:00:00+00,2027/02/24 00:00:00+00, ,,Não,Não,Não,,Não,,Não,,Não,,info@lugarnasestrelas.com,Rua da Barroca N.18,6200-637,PESO,"40.1967 ; -7.56329",Fiavel,União das freguesias de Peso e Vales do Rio,Covilhã,Castelo Branco,Beiras e Serra da Estrela,Centro,Continente,Turismo do Centro de Portugal,PNCT - Área de Intervenção,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Centro,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/04/06 00:00:00+00,Sim,10080
8788039,742.7822265625,120.447262688653,10082,Hotel Singular,Manuel Tavares de Sousa,ABSTRACT PENTAGON - LDA,Hotel,2,12,24,12,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1965,Sim,,, ,,Não,Não,Não,,Não,,Não,,Não,,GERAL@SINGULARHOTEL.PT,Avenida do Aeroporto nº 240,4470-558,MAIA,"41.23866 ; -8.6673",Fiavel,Moreira,Maia,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/04/05 00:00:00+00,Não,10082
8788040,410.49560546875,109.293351567559,10083,Hotel Areosa,Manuel Tavares de Sousa,MANUEL TAVARES E GUEDES LDA,Hotel,1,21,42,21,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1986,Sim,,, ,,Não,Não,Não,,Não,,Não,,Não,,AREOSARESIDENCIAL@GMAIL.COM,Rua Gonçalo Mendes da Maia 45-47,4425-656,MAIA,,Fiavel,Pedrouços,Maia,Porto,Área Metropolitana do Porto,Norte,Continente,Turismo do Porto e Norte de Portugal,Não abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Não Abrangido,Faixa Costeira (5km),Não Abrangido,Não Abrangido,Norte,Não Abrangido,Não Abrangido,Não Abrangido,Não abrangido,Não abrangido,Não Abrangido,,,2022/04/08 00:00:00+00,Não,10083
